Distancia_10;Distancia_50;Distancia_100;Distancia_500;Distancia_1000;Distancia_2000;Distancia_5000
1.21491;2.82184;3.75774;9.00554;13.3308;17.9318;28.8414
1.29716;2.61258;3.89296;8.8727;12.6024;18.011;28.862
1.49664;2.86828;4.01301;9.40568;13.0931;17.9585;29.2019
1.53911;3.43073;4.00611;8.92225;12.8747;17.9905;29.3036
1.32505;2.58501;4.13122;9.10423;12.9206;18.3406;29.116
1.76455;3.12078;3.98502;8.91624;12.5912;18.353;28.6367
1.44343;2.65759;4.01532;8.91695;13.2358;18.384;28.4955
1.37285;3.11005;4.14034;9.24566;13.2664;18.3098;28.4614
1.49444;2.99151;4.25655;9.11485;12.885;18.0151;28.9164
1.39017;2.79569;4.0593;8.82905;13.038;18.48;29.2047
1.24348;3.47118;4.08762;9.0086;12.955;17.9327;29.2388
1.12649;3.03841;3.99294;9.16171;13.3174;18.1917;29.1591
1.62076;2.90146;3.86305;8.98056;13.3037;18.2336;29.1388
1.14063;2.89594;4.35134;9.29394;13.3014;17.595;29.1143
1.59;3.27305;4.08736;9.1708;13.1843;18.1455;28.997
1.51993;3.01852;3.9176;9.14795;13.3703;18.128;28.8258
1.70813;2.80675;4.10698;9.38608;13.2677;18.1024;28.5506
1.24323;2.83239;3.51961;9.21107;12.9565;18.5742;28.4535
1.69503;3.00635;3.91934;9.19675;12.975;18.3579;28.8938
1.28992;3.08925;3.77839;9.03542;12.4936;18.2647;29.043
1.51331;2.52234;4.07567;8.76088;13.2483;18.0229;29.147
1.08612;3.00853;4.00096;9.47671;13.1979;18.1127;28.61
1.72461;2.71947;3.97786;9.29771;12.7252;18.1919;29.2057
1.78118;2.68033;4.35072;9.29762;13.4195;18.2918;28.8256
1.40611;3.1366;4.01133;9.10899;13.1976;18.152;28.5428
1.08092;3.26204;4.11478;9.02208;12.9391;18.3956;29.155
1.67132;2.81945;4.11094;9.1721;12.9488;18.1184;29.0146
1.35198;3.0144;3.89869;9.12136;13.3973;18.187;29.1329
1.89332;3.07845;4.67843;9.24527;13.3186;18.0895;29.0444
1.88412;2.59888;3.93326;9.13162;13.0494;17.9481;29.0846
1.63692;2.60132;3.92738;9.0479;13.2458;18.3388;28.8206
1.83335;2.91428;3.87856;9.06696;12.921;18.4365;28.7357
1.75472;3.03456;4.24035;9.51722;12.903;18.0081;29.2489
0.733002;3.50719;4.32801;9.03349;13.3136;18.4902;28.878
1.60622;3.16261;3.87936;9.15781;13.0862;17.9352;28.779
1.73643;3.45509;4.24688;9.17772;13.0346;18.065;29.0702
2.00767;2.64619;4.42976;9.0954;13.0648;17.9765;28.9097
1.38978;3.1262;4.05959;8.8009;13.1189;18.2492;28.8049
1.44551;2.57634;3.88796;9.08576;13.1676;18.0252;28.8813
1.52837;2.55621;4.05439;8.84846;13.1054;18.5461;28.9384
1.38178;3.02863;4.02657;9.2543;13.2118;18.0838;28.9455
1.46711;2.9272;4.27927;9.26137;13.2883;18.2904;29.1152
1.51329;3.42725;3.8064;9.22326;12.9611;18.3267;29.1028
1.77739;2.92437;4.2403;8.94682;13.0723;18.172;29.1542
2.02108;3.33813;3.8099;9.04581;13.2803;18.2926;28.9705
1.63541;2.83248;4.23789;8.91626;13.1867;18.4978;28.7671
1.3263;3.19343;3.80901;9.2607;12.9556;18.2664;28.8685
1.20565;3.03933;4.0191;8.84771;12.9427;18.0462;28.6828
1.5661;3.25411;4.04088;9.30891;12.9214;18.0694;28.8111
1.75572;3.2017;4.53776;9.16241;13.3448;18.393;29.2715
1.79387;3.06226;4.01258;9.2142;12.8298;18.4504;29.1126
1.9593;3.56508;4.2396;9.14334;12.6854;18.146;29.1118
1.38434;3.32028;4.36631;9.36663;12.7627;18.0503;29.1552
1.24182;3.47742;4.04076;9.24145;12.9349;18.2567;28.7978
1.85034;2.9226;4.22447;8.94286;12.7106;18.1842;29.1278
1.41144;3.17119;4.61494;8.98049;12.8279;18.0278;29.3384
1.42017;3.4447;3.93692;8.80205;12.9355;18.2269;29.1008
1.23589;2.98021;3.88688;8.51404;12.9621;18.3079;29.1205
1.76466;3.16567;4.56015;9.16922;13.0735;18.9234;28.521
1.69922;2.87721;4.1683;9.21562;12.7936;18.2657;28.7333
1.44439;2.7834;4.06048;8.8416;13.1866;18.4721;28.9705
1.29403;3.03042;3.97229;8.79723;12.9704;18.2736;28.7864
1.33227;2.831;3.67643;8.79796;13.1255;18.0978;28.9682
1.652;3.01429;3.70364;9.30978;12.7292;18.095;29.0286
1.02916;2.93611;3.99606;9.06119;13.1474;17.9478;29.2258
1.06546;3.05853;4.30589;8.90779;12.9547;18.5006;29.4076
1.68598;3.31826;4.12356;9.5455;12.8299;18.027;28.7892
1.16547;3.01506;4.13891;9.41591;12.6483;18.0263;28.7231
0.978174;3.16369;4.07134;8.98925;12.9185;18.1707;29.4075
1.3563;2.77753;3.80683;9.19081;13.2154;18.1944;28.4794
1.66328;2.91297;4.00289;9.1246;12.9931;18.4176;28.8894
1.6819;3.24531;3.96819;9.19699;12.9573;18.1587;29.2246
1.00272;2.97745;3.82131;9.42102;13.0427;17.8887;28.8352
1.07159;3.00722;4.10069;9.3411;12.8408;18.085;28.5007
1.14078;2.76581;4.17764;9.24732;13.0111;18.3058;28.4521
1.02277;3.25324;4.34985;9.47816;12.9271;18.2662;28.7952
1.46639;2.76911;4.41926;9.31504;12.9842;18.014;28.5506
1.2636;3.07835;4.13997;9.03338;13.2333;18.4191;28.4374
1.35672;2.8091;4.12298;9.0119;12.8821;18.0973;28.8909
1.34373;2.71975;4.69181;9.20537;12.9838;18.4566;28.8461
1.37264;2.69643;4.2518;9.0391;13.0825;17.7367;28.4294
1.23616;2.62552;4.21597;8.91196;12.9668;17.7566;28.7302
1.17673;3.49213;4.25143;9.0158;13.1317;17.9295;29.0156
0.924082;2.91331;4.31942;9.01949;12.5886;17.8033;28.5267
0.893174;2.94184;4.06452;9.20056;13.0509;17.9381;28.7315
1.28285;2.48899;4.16451;9.17782;12.7781;18.1832;28.9284
1.34837;3.14838;4.02195;8.8019;12.8369;17.9267;28.7278
1.19666;3.2916;4.27833;9.10579;12.9641;18.34;28.6382
1.37371;3.09461;4.08483;9.2214;12.7446;18.1319;28.7474
0.723524;2.9974;3.97757;9.48343;12.8018;18.5064;28.8508
1.18746;3.22724;3.92683;9.35217;12.802;18.1806;29.0123
1.46582;3.04767;4.31975;9.13959;13.1082;18.1139;29.0375
1.15732;2.88052;4.20351;9.07574;12.9435;18.0179;28.7076
1.13834;2.89915;4.25291;9.41972;12.5812;18.2687;29.1377
1.13848;3.13172;4.17255;9.00202;12.8717;18.5487;28.9359
1.23915;3.33657;4.41597;9.33848;13.2805;18.1436;28.6953
1.31169;2.64714;4.36163;9.11796;12.8277;18.2102;28.7958
1.13476;2.82702;4.36125;9.02138;13.1733;18.1049;28.4307
1.29702;2.83206;4.35032;9.01757;12.965;18.3938;28.8569
1.20656;3.0788;3.9814;9.14118;12.8847;18.2316;29.269
1.08663;3.33428;4.31945;9.06272;12.8516;18.3084;28.7387
1.45265;2.98427;4.1645;9.1669;12.7284;18.2181;28.5022
1.1428;3.24606;4.06651;9.04481;12.779;18.2829;28.4953
1.08998;3.32885;4.10285;9.19217;13.0533;18.3252;28.6784
1.09357;2.91156;4.53027;9.13129;13.1805;17.9538;28.3139
1.46973;3.29888;4.03238;8.80529;13.0205;18.1046;28.8068
1.22034;3.10748;4.04511;9.10516;12.798;18.4366;28.608
1.28108;3.08843;4.1371;9.09331;12.8608;18.0865;28.7349
1.07271;2.72541;4.02541;9.02462;13.018;18.1794;28.523
1.00425;3.1515;4.36115;9.4567;12.3564;18.1216;28.7293
0.792227;3.02272;4.2933;9.39955;12.7101;18.4962;28.5827
0.706727;3.3056;4.53846;9.00721;13.2044;18.0958;28.7132
1.06245;2.94847;4.28952;9.04117;13.1336;18.4013;28.5094
0.784176;3.01966;4.11716;8.99664;12.9342;18.2408;28.6043
0.888185;2.55121;4.14439;9.13158;12.7722;17.7558;29.002
0.826864;3.09967;4.03671;9.15205;12.7129;18.2413;28.5683
0.970096;2.86112;4.21178;9.06168;13.0429;18.1594;28.6099
0.95058;2.83614;4.08893;9.07328;12.8626;18.489;28.6068
1.28731;3.01108;4.05812;9.32643;12.8826;18.1913;28.6396
1.14481;3.23188;4.10329;8.98285;12.5597;18.6493;28.6428
1.16785;3.03377;4.22396;9.01464;12.9204;18.039;28.6944
0.723864;3.06396;4.45852;9.45231;12.5456;17.9805;28.7763
1.44621;2.94455;4.23353;9.08314;13.0471;18.2051;28.6076
1.37257;3.13433;4.08758;8.9289;13.1939;18.1058;28.9733
1.46397;3.05379;4.16322;8.71486;13.0737;18.1786;28.624
1.11782;3.3022;4.31302;9.01977;12.6231;18.6211;28.7183
0.963815;2.98188;4.20515;9.11868;13.1637;18.4708;28.7616
1.14537;2.49737;4.16991;9.08698;13.2551;18.1537;28.8533
0.755174;3.03353;4.3817;9.20415;12.7739;18.1582;28.7416
1.00175;3.20942;4.64743;8.88112;12.8388;17.8904;28.3257
0.988979;2.59052;4.19691;9.09704;13.0504;18.2248;28.6469
1.04465;2.55307;4.38873;9.2558;12.7579;18.4129;28.6043
1.19492;3.23614;4.33447;9.21925;12.9681;18.0687;29.0385
1.12708;2.59486;4.24978;9.32514;13.3115;18.5197;28.5302
1.40931;2.90892;4.23374;9.43704;12.895;18.4061;28.7382
0.838044;2.83258;4.32203;9.30371;12.5928;18.2585;28.8843
1.05202;3.18851;3.87998;9.29248;12.8979;18.1125;28.5191
1.16833;3.09596;3.92461;9.03393;13.1219;18.2403;29.029
1.44793;2.90471;4.18145;8.98041;13.0267;18.018;28.7829
1.34496;2.56975;4.26038;9.17654;13.1282;18.1585;28.4882
0.96958;2.82214;3.53257;9.32134;13.3043;17.9961;29.0474
1.01575;2.3472;3.79565;8.79209;13.0782;18.4117;29.2949
1.27926;2.86413;3.87144;9.16759;12.9406;18.4734;29.3249
0.993048;2.65767;3.9433;8.88488;13.0451;17.9614;29.1391
1.52515;2.72612;3.75968;8.90113;12.8744;18.1005;28.956
1.30656;3.05794;4.18747;8.97227;12.8126;17.7347;29.1132
1.55105;2.97834;4.2772;9.43276;13.3397;18.3014;28.8231
1.21839;2.95774;3.75581;9.17357;12.4915;18.1952;28.9778
1.0625;2.54148;3.73481;8.78114;13.184;17.9801;28.6855
1.08032;2.97891;3.79133;8.96291;12.9689;18.302;29.081
1.08251;3.04656;4.11441;9.2756;12.9707;18.079;28.6897
1.21668;2.05974;3.8922;9.00942;12.7702;18.4453;28.7403
1.33877;2.75141;4.24782;9.63409;12.7869;18.0424;28.8433
1.33581;3.0601;4.04666;9.27895;13.0355;18.1532;29.0476
1.19193;2.77005;3.8686;9.01796;12.592;18.3068;29.2453
1.21381;2.91329;4.31029;9.17558;12.8488;18.0094;28.9617
1.04871;2.40874;4.07266;9.16931;13.0203;18.1108;29.1545
0.861956;2.72395;4.35833;8.94431;12.8291;18.2922;29.271
1.42441;3.00661;4.31309;8.93667;13.3159;18.4466;29.1151
1.13899;3.05232;4.04798;8.79745;13.3967;18.5521;29.1835
0.896885;2.83378;4.28836;8.97402;12.7673;18.19;29.1968
0.971929;2.71293;4.16711;9.18687;12.8928;18.2153;28.8684
0.879879;3.19299;4.0638;9.59432;13.3673;18.2219;29.2784
1.31329;2.67169;4.37646;9.1764;13.5299;18.0051;28.5685
1.37547;2.54479;4.27243;9.42831;13.0016;18.3227;28.895
1.34147;2.57911;3.92134;9.19274;13.0835;17.999;28.5511
1.44121;3.01325;4.19166;9.07911;12.9429;18.0634;29.3721
1.27052;2.81439;3.92557;9.27261;12.8842;18.0549;28.8734
1.42614;3.36705;3.97001;9.06998;13.2426;18.2436;28.9244
1.27096;2.73586;3.92831;9.5129;13.0922;18.2571;28.4559
1.22899;3.12478;4.24726;9.32238;12.9765;18.1932;29.4523
1.47017;2.72874;4.02045;9.27149;12.9397;17.8928;28.6407
1.22886;2.77699;4.09955;8.9891;13.1977;17.9292;28.911
1.52226;2.84268;4.24169;9.08625;12.8428;18.1855;28.9717
1.45052;2.70139;4.02743;9.26002;13.0603;18.0678;29.1063
0.928567;2.86132;3.9481;9.22572;12.8272;18.0956;29.0591
1.27878;3.15141;3.95493;9.56517;12.7658;17.9132;29.276
1.4086;2.90076;3.85889;9.26201;12.9182;18.3945;28.9625
1.23379;2.93408;4.29211;9.28654;12.819;18.2534;29.4247
1.33765;2.96904;3.56497;9.3428;12.723;18.3446;28.6846
0.97226;2.58606;4.2861;9.11749;13.0985;18.1108;28.7605
1.24738;2.46139;4.02729;9.52814;12.91;18.1326;29.2504
1.09457;3.06491;4.04852;9.46841;12.7475;18.4867;28.9717
1.46292;2.94336;4.03094;9.10393;12.7761;18.4379;29.3048
0.926169;2.95547;3.85475;9.35197;13.1088;18.0346;28.6876
1.12314;2.72405;4.25215;9.0603;12.9307;18.1898;28.2731
1.51107;2.94223;3.95698;9.4798;13.0265;18.278;29.1517
1.0592;2.51838;3.8713;9.17607;12.9845;17.8134;29.0899
1.10238;3.02997;3.80084;9.08628;13.2858;18.2969;28.9498
1.4194;3.05975;4.15322;9.00973;13.1446;18.3534;28.7854
1.19794;2.84741;4.18837;9.06736;12.634;18.3115;29.1217
1.47618;3.00893;4.13839;9.00997;13.0622;18.1216;28.8617
1.3084;2.76668;3.99075;8.96015;13.1135;18.3407;29.0988
0.908922;2.96043;4.02114;9.28606;12.7023;18.1508;28.9616
1.19544;2.63542;3.4688;9.30401;13.1963;18.2981;28.4968
1.03074;2.6316;3.68231;8.7849;13.2273;18.141;29.0241
1.16966;2.92718;4.44618;9.43666;12.9927;18.4043;28.8521
1.02556;2.83556;4.16576;9.03526;13.1523;18.3487;28.8377
1.26073;2.88308;4.50397;9.05171;12.6371;18.136;29.0741
1.36595;2.54838;4.32603;9.1218;13.101;18.0698;28.982
1.11258;2.61224;4.08763;9.32398;12.7129;17.8016;29.2899
1.23257;2.67466;4.01387;9.47878;12.932;17.9262;28.6305
1.01227;2.39035;4.0888;9.68737;12.3203;18.2085;28.4286
0.924197;3.04263;3.85101;9.10939;12.7278;18.3241;28.9724
0.886016;2.83655;3.77851;9.28683;12.9785;18.2266;29.0282
1.47375;3.16435;3.85946;8.83101;12.8823;18.4141;29.0307
1.58589;2.74835;4.16115;9.34881;13.4727;18.2163;28.7766
1.15364;2.83979;3.69535;8.87867;12.6066;18.6632;28.4399
1.34358;3.12488;4.23933;9.06181;12.8529;18.4586;28.7136
1.33606;3.08912;4.08721;8.92635;12.8465;18.0599;29.0074
1.55677;2.68124;3.79644;8.51054;13.2531;18.2558;28.8946
1.36406;3.11568;3.94051;8.38001;12.699;18.2388;29.0904
1.82799;3.2771;4.08726;8.74954;12.9928;18.0795;28.6446
1.37802;2.74188;3.84687;9.24401;12.9586;18.0586;28.9557
1.21173;2.6745;4.10836;8.78642;12.8257;17.7706;28.4711
0.923084;3.1866;3.75937;8.50072;12.9782;18.3676;29.1131
1.02037;2.84816;4.10687;8.61981;13.0145;18.1944;29.0017
1.33579;2.72751;3.8223;9.3683;12.7477;18.1869;28.444
1.14282;3.14253;4.08967;9.24812;13.3443;18.4454;28.7087
1.02071;2.92142;4.0392;8.88081;12.9248;18.2354;28.5838
1.58734;2.86853;3.99996;9.252;12.5613;18.5246;28.6866
1.70413;3.19463;3.91138;9.23565;12.7835;17.9851;28.9281
1.32219;2.95355;3.68829;9.06199;12.6979;18.3491;28.755
0.906252;2.93425;3.83921;9.04577;12.8075;18.29;29.1635
1.55072;2.92472;4.32719;8.85785;13.0373;18.7155;29.0006
1.5716;3.17512;4.08689;9.00586;12.4161;18.7616;28.8546
1.07686;3.15922;4.14369;8.96139;12.2983;18.0512;29.0957
1.12666;2.9259;3.97016;9.32525;12.5773;18.3488;29.0145
1.47285;2.91169;3.8095;8.81273;13.2112;18.6106;29.0758
1.55089;3.25804;4.21687;8.82366;12.9826;18.5115;28.8028
1.6805;2.99046;3.55107;9.17529;12.6861;18.4501;28.7702
1.63179;2.90529;3.93777;8.82804;12.7652;18.2458;28.8327
1.69015;2.90517;4.06857;9.27719;13.0719;18.1122;28.7768
1.33412;2.87763;4.00741;8.98884;12.8181;17.7284;28.7028
1.82191;3.21315;3.78163;9.1117;12.5924;18.3084;28.7048
1.23059;3.10353;3.74577;9.23887;12.6295;18.3072;28.614
0.899132;2.85348;3.89764;9.09301;13.0326;18.1626;28.3075
1.19533;3.01753;4.15879;8.89011;12.7608;18.0802;28.6844
1.19135;3.37313;3.72487;8.89251;12.722;18.0753;28.6694
1.52046;3.0232;3.85437;8.73803;12.4914;18.356;28.5749
1.43216;2.94548;3.62381;9.16549;12.8145;18.5162;28.838
1.37073;3.05243;3.72656;8.93998;13.1282;18.7319;28.8404
1.34242;3.016;3.70539;8.9819;12.7283;18.7895;28.7595
1.34299;2.93859;3.52245;9.18917;12.7886;18.2572;28.4185
1.09293;2.90254;4.20182;9.12728;13.0686;17.9954;28.7367
0.720843;3.08977;3.86162;8.85314;12.5482;18.4831;28.9501
1.09192;2.73273;4.06153;8.78417;12.8747;18.4931;28.7815
0.963015;3.08463;3.78411;9.05061;12.754;18.1599;28.8542
1.27337;3.01615;3.58288;9.45561;12.5198;18.3054;28.8676
1.69699;3.03771;4.10482;9.16626;13.1845;18.6329;29.0731
0.525858;3.17866;4.03263;8.98904;12.8113;18.1096;28.9634
1.38627;2.98868;4.07733;8.84021;12.5287;18.3915;28.8806
1.34602;3.07195;3.66998;9.22447;12.9477;18.2713;28.9861
1.26804;3.19595;4.20581;8.90726;12.9978;18.273;28.7139
1.41411;3.00633;3.48693;9.14298;12.6115;18.5144;28.7851
1.66988;3.34105;3.83099;8.81494;12.8419;18.5192;28.1451
1.53332;3.02673;3.71822;8.80434;13.0119;18.2407;28.6093
1.95036;2.97923;3.76486;9.34886;12.9117;18.2617;28.726
1.38092;2.90522;3.75895;8.66333;13.2953;18.5841;28.7419
1.35341;2.98907;4.32351;8.87114;12.4653;18.6436;28.6669
1.04484;2.91507;3.58559;9.19841;12.7228;17.9576;28.8585
1.34964;2.60819;3.80401;8.60037;12.51;18.2984;28.9258
1.00523;2.62686;4.31765;8.87924;12.5702;18.3894;28.523
1.41221;3.11225;3.76298;9.29878;12.5116;18.5495;28.8434
1.10686;2.90537;3.79948;8.76056;12.328;18.3178;28.5368
1.61121;2.63965;4.19903;8.83419;12.7223;18.0254;29.2172
1.5534;2.59239;3.63581;8.81249;12.7626;18.2106;29.0895
1.26496;2.95149;3.94442;8.87283;12.946;18.5037;28.4669
1.10622;3.05042;4.00126;9.04568;12.7361;18.2106;28.5795
1.08816;3.22745;4.12309;8.95673;12.3844;18.2695;28.7232
1.23139;2.94267;3.7622;8.92487;12.9541;18.219;28.7673
1.53296;2.72069;4.1746;8.80685;12.7938;18.6291;28.5272
1.31;2.82373;3.78621;9.16496;12.7623;18.0642;28.8522
1.19571;2.6697;4.28523;9.33745;13.06;18.4909;28.4961
1.35509;2.68379;3.90046;9.43449;13.1791;18.283;28.8252
1.32498;2.65158;3.78029;9.03908;13.6248;18.5531;29.2815
0.949991;3.08951;3.7421;9.13052;12.6881;18.2558;28.8192
1.51462;3.12266;4.43411;9.17697;12.8752;18.4595;28.5012
1.46032;2.76298;4.13412;8.7479;12.7237;18.6038;28.9991
0.789014;2.86609;4.14617;9.09375;13.0037;18.2848;28.5121
1.10542;3.19135;4.01061;8.9115;12.8595;18.4057;28.9799
1.36133;2.85485;3.98462;8.85935;12.8479;18.4039;28.7104
0.713229;2.41584;3.86495;8.9089;13.1498;18.1898;28.5104
1.10755;2.92134;4.09068;9.5001;12.6583;18.7011;28.8732
1.51374;3.05291;3.52738;8.69299;12.9929;18.2071;28.6122
1.33;2.95237;4.20057;9.21089;12.481;18.0747;28.5413
1.465;2.7864;3.90398;8.92519;12.7841;18.144;28.9522
0.997227;2.57656;3.96951;8.92928;13.1574;18.2303;28.7983
0.761983;2.61963;4.53835;9.21932;13.221;18.4478;28.6488
1.52212;2.77873;4.15964;9.01859;12.9517;18.3008;29.027
1.59677;2.53543;4.12405;9.11265;12.7495;18.4588;28.5124
1.14044;2.8687;4.08729;8.91957;12.9462;18.6277;29.0267
1.08464;3.10498;4.33711;9.13012;13.0727;18.202;28.9014
1.17711;2.68455;4.10588;9.07793;12.7481;18.4735;28.9483
1.66227;2.6778;4.0974;8.86354;13.0023;18.3958;29.2979
1.52792;2.36223;4.21406;9.062;12.9229;18.3648;28.7209
1.0745;2.76154;4.01095;9.02368;13.0342;18.4958;28.6239
1.32724;2.98089;4.21922;8.93853;12.6091;18.2336;29.07
0.771953;3.16266;4.07102;9.18199;12.9831;18.3625;29.0656
1.47283;3.20181;3.71033;9.11217;13.1305;18.5797;29.3285
1.04853;2.85741;3.77174;8.68341;13.0695;18.6608;28.5619
0.895229;2.99526;4.06665;9.15969;12.7268;18.4772;28.3654
1.13727;2.88187;4.2677;8.95286;12.4476;18.1412;28.5379
1.0669;3.02679;3.83652;9.06831;13.1683;18.1187;28.3933
1.08648;2.5922;3.81142;9.14414;12.6028;18.4847;28.651
1.31546;2.56198;4.05117;8.96082;13.1569;18.1949;28.7766
1.06196;2.66956;4.21989;8.92724;12.8507;18.2554;28.9541
1.06607;3.05231;4.26856;9.24892;13.2813;18.1147;28.6868
1.38047;2.70058;3.86405;8.74644;12.7126;18.7453;28.3308
1.24683;2.91294;4.55412;9.12779;13.0235;18.299;28.6227
1.20328;3.10689;3.91465;8.813;13.3105;18.5313;28.9177
1.15053;2.87031;3.90351;9.00738;13.424;18.2898;28.7007
1.23426;2.66289;3.89568;9.00576;12.7552;18.4187;28.9039
1.15101;2.93432;4.35214;8.8699;12.8529;18.4744;28.5177
1.46981;3.09264;4.35147;9.39876;12.9246;18.3218;28.6818
1.17801;3.05823;3.95861;8.70556;13.0763;18.2275;28.7261
1.468;2.96504;4.11628;9.24432;12.9274;18.2066;29.0242
1.50153;3.02265;4.0066;9.08411;12.6121;18.7762;28.805
1.11367;3.00011;3.91857;9.42074;12.6836;18.7386;28.5324
1.26042;2.67496;4.01659;9.52396;13.2984;18.1403;28.591
0.941159;3.34837;4.06443;8.61648;12.5765;18.5453;28.849
1.44345;2.86728;4.20103;9.40493;13.2537;18.4476;29.5237
1.32736;3.15516;4.01053;9.24853;12.9766;18.8047;28.4281
1.42891;2.84119;4.35371;9.07659;13.241;18.5123;29.0301
1.18851;2.41044;4.19791;9.01636;13.1502;18.1708;28.51
1.1059;2.60152;3.8783;9.02568;12.8381;18.125;28.7054
1.03859;2.8576;4.00316;9.20882;12.6022;18.5274;28.586
1.13856;2.80011;4.24334;9.21665;12.9169;18.6787;28.4327
0.926692;2.67554;3.98123;9.12474;12.8687;18.6187;28.4717
1.18989;2.8953;4.36339;9.10192;13.0099;18.2478;28.8263
1.49071;2.89388;4.55583;9.11654;12.6233;18.4092;29.0848
0.91671;2.7325;3.84487;9.0205;12.8325;18.5834;28.2898
0.999556;2.81099;3.92389;9.37092;12.7957;18.3485;28.6309
1.18095;2.72015;3.77705;9.08204;12.5458;18.4475;28.7236
1.28951;2.87352;4.17314;8.73934;12.7599;18.4229;29.0262
1.37099;2.52305;4.17897;9.10195;13.1239;18.2127;29.108
1.47478;2.97038;3.71571;9.00391;12.6905;18.3493;28.439
1.27034;2.76237;4.11494;9.33863;12.9161;18.1916;29.0578
1.44587;2.91516;4.17965;8.96642;13.045;17.9895;29.3516
1.58037;2.81976;4.03602;8.80888;13.3501;18.7732;29.2432
1.49951;2.97736;4.25433;9.17032;13.031;18.3978;28.9598
1.49312;3.207;4.62788;9.00893;13.1199;18.4845;28.875
1.77662;3.20002;4.21033;8.69258;12.6981;18.3845;29.0993
1.08271;2.53756;3.88021;9.08671;13.379;17.9713;28.4233
1.33409;3.29082;4.06196;9.11476;12.8163;18.0574;28.7979
0.896497;2.69518;4.34418;9.36777;12.9097;17.9843;28.8634
0.970582;3.07516;3.94891;9.34759;13.2999;18.4404;28.4624
1.17983;2.91713;3.86929;9.43863;13.3039;18.2723;28.6882
1.2232;3.2938;4.28456;9.28014;13.2179;18.1859;28.3914
1.31679;3.08416;3.79815;8.99974;12.8011;18.2992;28.3801
1.71096;3.03078;4.51088;9.00617;12.677;18.3294;28.4402
0.786989;2.62547;4.12844;8.91777;13.3221;18.2827;29.0566
1.49776;3.06031;4.00716;9.39829;12.8554;17.9592;28.5909
1.344;2.81777;4.79289;9.28275;12.6113;18.2685;28.9989
1.24115;3.09099;4.23356;9.03185;13.1243;18.2469;28.7298
0.875853;3.26628;4.31354;9.14728;13.0338;18.0881;29.1014
1.3043;2.81522;4.24378;8.96844;13.0845;18.5537;28.7397
0.993788;3.26406;4.30477;8.67782;13.0279;18.3272;29.2008
1.52999;2.7447;4.59144;9.38897;13.2269;18.2349;28.4952
1.60987;2.89498;4.22762;9.32217;12.9086;18.4242;28.8943
1.31598;2.62176;4.26236;8.95999;13.0311;18.4264;28.772
1.25672;2.76179;3.80468;9.07679;13.0832;18.1253;28.8914
1.10443;3.45474;4.1896;9.47808;12.8306;18.3601;28.9684
1.49035;3.30499;3.71145;8.99377;12.7321;18.4078;28.679
1.05323;2.98884;4.17982;9.34206;13.1895;18.2254;28.8467
0.950818;3.13758;4.39029;9.56419;12.7041;18.2878;28.578
1.63451;3.17142;4.263;9.26702;13.4621;18.0747;28.5222
1.37257;2.86653;4.15262;9.02192;12.5768;18.1746;28.9139
1.1326;3.06345;4.27974;8.94517;13.0241;18.2285;28.6544
1.21448;2.93159;4.20395;10.005;13.3464;18.0045;28.5278
1.27831;3.27738;3.82142;9.04015;12.9905;18.4239;28.4507
1.2909;3.01426;3.9199;9.04571;12.9159;18.2138;28.9247
1.1388;2.83434;4.48507;9.31402;12.8459;18.5684;28.5816
1.47011;2.98264;4.41823;8.95441;12.876;17.977;28.6983
1.53357;2.89845;3.92654;9.12825;12.9862;18.2596;28.5694
0.67769;2.86136;4.27617;9.58075;12.6583;18.2441;28.6765
1.10031;3.11031;4.11491;9.13662;13.0428;18.3065;28.7644
0.925647;3.15953;4.468;9.14087;13.0876;18.2621;28.5892
1.39708;3.24061;4.44645;9.23389;12.7681;18.5043;28.9419
1.49553;3.43127;3.76908;9.40411;13.1062;18.5744;28.7843
1.67328;3.14687;4.34335;9.14287;13.0002;18.5323;28.4465
1.13636;3.59691;3.89908;9.10709;12.9723;18.2153;28.6179
0.904632;3.28826;4.08264;9.35057;12.9321;18.2871;28.7154
1.22034;3.20741;4.05806;9.09314;13.0693;18.2033;28.5611
1.51796;3.13969;4.41498;9.18481;12.5903;18.3193;28.9708
1.55336;2.92219;4.58611;9.26172;13.1439;18.1085;29.3742
1.2933;3.33912;4.26875;9.35999;12.6379;18.2823;28.8364
1.3055;3.20151;4.06915;8.9037;13.0248;18.207;29.1487
1.32025;3.10532;3.96091;9.02466;13.0356;18.6569;28.9363
1.45003;2.91063;3.7626;9.00188;12.6863;18.1574;28.8939
0.721589;2.84302;4.29702;9.41302;12.8284;18.4263;28.9657
0.657286;3.16792;4.27688;9.10382;13.0526;18.5136;28.3832
1.26531;2.71785;3.73909;9.50403;13.0354;17.8164;28.6804
1.60678;3.08958;4.06595;9.13252;13.0122;18.277;28.8957
1.50995;3.09909;4.49797;9.07767;13.0372;18.3624;28.4628
1.451;2.79742;4.4708;8.91528;12.6433;18.1451;28.8084
1.61523;3.05666;4.19213;9.29271;13.3698;18.3468;28.8798
1.15351;2.68249;3.91362;9.17507;12.8148;18.2883;28.5395
1.18804;2.8508;4.41679;9.11972;12.998;18.7515;28.8319
1.53644;2.7834;4.18563;8.96149;13.0762;18.4549;28.7739
1.70717;2.83605;3.86839;8.644;13.2376;18.3499;28.6847
1.40425;3.1392;3.83629;9.51377;12.8287;18.3517;29.3521
